"Word","RTlexdec","RTnaming","Familiarity","WrittenFrequency","FamilySize","NounFrequency","VerbFrequency","Voice","AgeSubject"
"plant",752.339999999999,610.600000000001,5.13,1303.00000000001,13,2169,538,"voiceless","old"
"breast",775.869999999998,642.300000000002,5.2,775.000000000002,17.9999999999999,1332,8,"voiced","old"
"child",654.570000000001,608.499999999999,5.23,7646.00000000002,17.9999999999999,19389,0,"voiceless","old"
"broth",776.929999999999,655.800000000002,3.4,33,2,36,0,"voiced","old"
"belt",748.63,600.000000000002,4.43,381,11,481,27,"voiced","old"
"sweat",725.499999999998,673.299999999997,4.73,517.999999999998,8.00000000000003,452,299,"voiceless","old"
"sphinx",820.870000000001,804.199999999997,2.3,16,2,16,0,"voiceless","old"
"brunt",860.929999999998,685.5,2.63,33.9999999999999,2,33,0,"voiced","old"
"square",751.670000000002,676.499999999998,4.8,1652.99999999999,17.0000000000001,1021,246,"voiceless","old"
"switch",760.959999999998,676.499999999998,5.2,527.999999999999,12,391,780,"voiceless","old"
"rung",1012.96,653.500000000002,3.47,135,2,53,0,"voiced","old"
"front",700.17,644.699999999997,5.17,4588.99999999998,19,3572,36,"voiceless","old"
"frill",850.930000000002,678.000000000003,2.8,11,5,26,0,"voiceless","old"
"chef",707.55,712.000000000003,4.37,49.0000000000002,2,60,0,"voiceless","old"
"steed",900.890000000001,713.999999999997,1.97,20.9999999999999,2,21,0,"voiceless","old"
"stead",754.63,721.500000000003,2.07,53.9999999999998,5.99999999999997,53,0,"voiceless","old"
"vote",797.100000000002,628.400000000002,4.17,954.000000000003,5.99999999999997,913,1031,"voiced","old"
"brink",779.300000000003,630.999999999998,2.83,108,4,108,0,"voiced","old"
"chum",755.999999999998,639.399999999999,2.43,59,4,68,7,"voiceless","old"
"rope",719.229999999995,618.6,3.7,565,16,745,34,"voiced","old"
"fame",876.299999999995,710.999999999999,3.8,176,9,175,0,"voiceless","old"
"role",729.52,629.799999999997,4.47,2103,3,2446,0,"voiced","old"
"chin",843.72,644.999999999998,4.23,458.000000000002,5.99999999999997,487,0,"voiceless","old"
"web",688.789999999999,605.800000000002,4.73,105,5.99999999999997,122,0,"voiced","old"
"steel",771.529999999999,675.300000000003,3.37,782.999999999998,9,746,48,"voiceless","old"
"steak",778.519999999997,669.000000000001,4.3,147,4,209,0,"voiceless","old"
"cell",751.269999999998,656.2,4.5,651,4,1216,0,"voiceless","old"
"chance",682.700000000004,587.4,5.03,2622.00000000001,8.00000000000003,3089,27,"voiceless","old"
"trance",832.959999999999,687.7,3,93.0000000000004,3,100,0,"voiceless","old"
"runt",859.270000000002,688.599999999998,2.5,10,2,10,0,"voiced","old"
"steam",859.240000000003,720.600000000005,3.9,325.000000000001,16,316,192,"voiceless","old"
"zinc",888.590000000003,684.400000000001,3.73,72.9999999999999,2,72,0,"voiced","old"
"wad",818.360000000004,643.800000000001,2.9,46.0000000000002,4,62,6,"voiced","old"
"nail",825.760000000003,687,4.69,217,15,443,112,"voiced","old"
"jail",668.000000000003,640.300000000002,3.55,531,5.99999999999997,569,55,"voiced","old"
"bail",743.999999999999,634.699999999997,3.27,188,6.99999999999998,157,52,"voiced","old"
"wig",787.480000000003,601.900000000003,3.23,121,6.99999999999998,240,0,"voiced","old"
"rind",884.929999999996,707.499999999998,2.27,22.0000000000001,2,33,0,"voiced","old"
"vine",814.370000000004,659.799999999999,2.83,47.0000000000001,5,111,0,"voiced","old"
"steer",828,704.700000000002,3.47,90.0000000000005,8.00000000000003,34,263,"voiceless","old"
"zing",955.129999999996,766.300000000001,2.17,11,2,10,0,"voiced","old"
"ring",713.279999999997,644.4,4.7,1189,27,926,1713,"voiced","old"
"fair",724.610000000003,663.399999999998,5.17,1528.00000000001,16,179,0,"voiceless","old"
"volt",797.609999999999,635.799999999998,2.93,9,3,72,0,"voiced","old"
"rink",883.52,640.4,3.47,20.9999999999999,4,22,0,"voiced","old"
"bait",723.720000000003,652.699999999999,3.2,579.999999999997,5,555,274,"voiced","old"
"stripe",740.140000000003,720.399999999999,3.77,32.0000000000001,6.99999999999998,128,0,"voiceless","old"
"trade",695.069999999999,644.100000000003,4.47,2968,16,3152,365,"voiceless","old"
"wit",812.589999999997,668.299999999997,3.55,191,22.0000000000001,312,9,"voiced","old"
"war",665.280000000001,642.7,4.4,6082.99999999996,24.0000000000001,6484,38,"voiced","old"
"binge",756.340000000006,692.399999999997,3.37,16,2,19,0,"voiced","old"
"thrush",797.43,748.100000000001,1.8,24.0000000000001,2,29,0,"voiceless","old"
"kid",647.999999999997,652.900000000002,5.73,579.000000000003,6.99999999999998,1411,203,"voiceless","old"
"bench",688.36,652.400000000001,4.93,345.999999999999,8.00000000000003,473,0,"voiced","old"
"rift",906.539999999996,639.3,2.53,45,3,50,0,"voiced","old"
"prank",755.570000000002,666.899999999999,3.17,11,3,22,0,"voiceless","old"
"game",698.209999999998,669.600000000003,5.3,2650,15,3605,33,"voiced","old"
"wax",781.930000000006,606.699999999998,3.73,149,14,134,81,"voiced","old"
"wolf",668.139999999998,574.000000000002,3.33,120.000000000001,6.99999999999998,182,26,"voiced","old"
"way",662.299999999998,614.299999999999,6.07,21571.0000000001,81.9999999999997,23651,0,"voiced","old"
"keg",716.449999999998,670.999999999999,4.27,11,2,13,0,"voiceless","old"
"fiend",1121.19,759.099999999998,3.17,20,5,33,0,"voiceless","old"
"crone",996.049999999997,713.6,1.7,19,2,22,0,"voiceless","old"
"south",765.590000000002,697.300000000004,5.1,1292,50.0000000000002,789,0,"voiceless","old"
"shrine",961.199999999996,703.999999999999,2.87,78.9999999999999,4,98,1,"voiceless","old"
"hell",739.6,617.799999999999,5.63,1690,5.99999999999997,1594,0,"voiceless","old"
"bush",749.700000000003,645.600000000001,4.27,752,9,1001,0,"voiced","old"
"ewe",932.800000000002,793.499999999997,2.23,23,2,45,0,"voiced","old"
"dell",949.119999999997,676.7,2.73,30.0000000000001,2,32,0,"voiced","old"
"helm",766.569999999999,664.700000000002,2.53,17.9999999999999,3,18,0,"voiceless","old"
"flake",839.200000000002,661.5,3.77,56,6.99999999999998,124,66,"voiceless","old"
"wren",812.25,683.2,2.2,99,2,103,0,"voiced","old"
"taunt",814.629999999999,679.899999999997,3.33,10,3,17,37,"voiceless","old"
"perch",786.400000000003,680.799999999997,3.19,85.0000000000003,3,77,186,"voiceless","old"
"kin",908.670000000003,663.3,3.4,60.9999999999999,10,60,0,"voiceless","old"
"wire",671.369999999998,617.499999999999,3.97,632.000000000002,17.0000000000001,790,80,"voiced","old"
"sword",699.550000000004,673.799999999998,3,238.000000000001,12,305,0,"voiceless","old"
"wine",689.869999999999,652.6,4.37,1314.00000000001,9,1421,0,"voiced","old"
"flask",749.76,689.000000000001,3.52,76.9999999999997,4,88,0,"voiceless","old"
"bomb",749.430000000002,639.699999999999,4.4,536.999999999997,17.9999999999999,737,225,"voiced","old"
"blight",833.029999999999,661.699999999998,2.13,63.9999999999999,4,61,33,"voiced","old"
"egg",667.200000000002,623.100000000002,4.73,662.000000000001,12,1540,0,"voiced","old"
"writ",1078.96,660.300000000003,2.23,63.9999999999999,2,69,0,"voiced","old"
"wing",680.699999999996,615.000000000001,3.93,585.999999999999,19,1036,28,"voiced","old"
"wife",674.339999999999,624.900000000003,4.87,3778.00000000002,8.00000000000003,4442,0,"voiced","old"
"buck",777.340000000002,612.499999999999,4.03,85.0000000000003,10,170,59,"voiced","old"
"gourd",974.220000000002,721.700000000002,2.37,9,2,25,0,"voiced","old"
"kit",776.699999999999,641,3.27,153.000000000001,4,178,0,"voiceless","old"
"inch",711.369999999998,630.499999999997,5.1,437,3,1079,41,"voiced","old"
"gait",841.560000000001,693.299999999996,2.2,47.9999999999999,2,53,0,"voiced","old"
"bust",747.17,646.400000000003,3.93,106,6.99999999999998,103,56,"voiced","old"
"breeze",695.529999999998,647.399999999997,3.9,192,8.00000000000003,207,9,"voiced","old"
"coupe",793.130000000002,767.599999999997,2.63,13,3,16,0,"voiceless","old"
"key",633.000000000003,671.100000000004,5.5,1282.00000000001,23,1573,16,"voiceless","old"
"boil",773.170000000003,623.100000000002,4.23,349.000000000001,9,172,768,"voiced","old"
"throat",680.859999999998,665.799999999997,4.63,771,9,868,0,"voiceless","old"
"guest",737.579999999997,736.800000000002,4.2,437,5.99999999999997,1075,0,"voiced","old"
"lamb",635.430000000002,612.400000000001,3.47,266,6.99999999999998,374,11,"voiced","old"
"bout",812.070000000001,675.900000000001,2.87,107,3,155,0,"voiced","old"
"lame",687.139999999999,632.300000000002,3.97,78.9999999999999,5.99999999999997,3,9,"voiced","old"
"boar",742.970000000003,667.399999999997,2.43,36.9999999999998,2,44,0,"voiced","old"
"boat",684.630000000001,634.299999999999,4,1001,40.0000000000001,1368,23,"voiced","old"
"tail",768.449999999999,640.899999999999,4.47,572.000000000001,28.9999999999999,640,77,"voiceless","old"
"pail",808.240000000002,687.200000000003,2.53,49.0000000000002,4,63,0,"voiceless","old"
"stove",744.740000000001,637.800000000002,4.47,300,5,364,0,"voiceless","old"
"pleat",857.850000000004,673.100000000002,2.7,5,3,15,24,"voiceless","old"
"pain",746.970000000002,649.3,4.9,1355,9,1505,27,"voiceless","old"
"comb",710.929999999997,659.599999999998,4.67,101,12,96,159,"voiceless","old"
"stone",794.519999999996,676.099999999999,4.23,1543,57,2103,107,"voiceless","old"
"lamp",658.569999999999,645.300000000004,5.17,382.000000000002,16,629,0,"voiced","old"
"sleeve",705.859999999996,697.099999999998,4.7,170,5,320,0,"voiceless","old"
"space",700.270000000003,692.999999999997,5.1,2260,23,2407,64,"voiceless","old"
"cusp",1058.67,749.300000000004,2.13,3,2,3,0,"voiceless","old"
"pair",676.93,632.9,4.9,991.000000000002,3,1201,50,"voiceless","old"
"shawl",748.390000000004,650.899999999999,2.93,85.0000000000003,2,111,0,"voiceless","old"
"stork",758.459999999999,702.099999999998,2.27,14,2,20,0,"voiceless","old"
"storm",731.000000000001,651.100000000003,4.2,503,25.9999999999999,537,144,"voiceless","old"
"shack",756.620000000001,621.699999999999,3.17,83.0000000000002,2,118,0,"voiceless","old"
"prince",886.719999999997,664.5,3.43,593.000000000003,5,696,0,"voiceless","old"
"knight",753.269999999997,685.300000000001,3.21,134,6.99999999999998,235,16,"voiced","old"
"coup",868.76,767.599999999997,2.7,122,2,150,0,"voiceless","old"
"stub",817.340000000001,657.4,3.3,27.9999999999999,4,46,47,"voiceless","old"
"coin",717.900000000002,693.8,4.73,141,5,309,56,"voiceless","old"
"coal",688.829999999999,628.400000000002,3.07,763.000000000002,20,799,16,"voiceless","old"
"stud",736.700000000001,650.199999999997,4.47,39.0000000000001,6.99999999999998,69,59,"voiceless","old"
"flight",811.069999999999,725.499999999998,4.37,1018,6.99999999999998,1249,0,"voiceless","old"
"maid",700.03,662.799999999995,3.33,228,14,309,0,"voiced","old"
"still",704.170000000003,635.500000000001,5.77,16294.0000000002,13,21,24,"voiceless","old"
"tooth",646.39,655.599999999997,4.67,234,20.9999999999999,1573,0,"voiceless","old"
"duke",850.569999999997,659.299999999997,3.63,685.000000000003,6.99999999999998,727,0,"voiced","old"
"coat",767.540000000001,659.299999999997,5.3,936.999999999998,23,1099,114,"voiceless","old"
"fell",683.330000000003,671.399999999997,5.17,2022.00000000001,4,71,158,"voiceless","old"
"stag",724.829999999997,701.699999999998,2.93,65.0000000000002,3,99,0,"voiceless","old"
"frieze",1086.71,708.899999999999,1.87,33.9999999999999,2,37,0,"voiceless","old"
"snob",803.550000000001,666.399999999998,4.3,42.0000000000001,6.99999999999998,47,0,"voiceless","old"
"knob",659.900000000002,664.800000000001,4.3,66.0000000000003,5,120,0,"voiced","old"
"surge",757.030000000002,661.799999999999,3.53,139,4,134,103,"voiceless","old"
"porch",762.799999999997,659.900000000002,4.33,226.000000000001,3,245,0,"voiceless","old"
"mail",766.869999999999,639.800000000001,6.37,452.999999999998,15,460,65,"voiced","old"
"friend",722.169999999997,649.600000000001,6.1,3088.00000000001,13,6386,0,"voiceless","old"
"dusk",733.76,652.900000000002,3.27,269,4,268,0,"voiced","old"
"stilt",1011.87,746.800000000002,2.37,1,2,18,0,"voiceless","old"
"lymph",849.560000000004,726.500000000002,2.84,14,3,13,0,"voiced","old"
"stem",817.670000000002,694.300000000002,3.4,226.999999999999,3,309,239,"voiceless","old"
"duck",685.070000000002,595.899999999998,4.03,174.999999999999,10,248,123,"voiced","old"
"home",637.870000000002,617.3,6.53,8832.00000000003,33.9999999999999,6096,12,"voiceless","old"
"chaise",901.840000000003,721.800000000001,1.87,12,3,13,0,"voiceless","old"
"dome",781.760000000004,656.499999999999,3.67,190.000000000001,4,236,0,"voiced","old"
"class",716.690000000001,644.999999999998,6.3,3794,34.9999999999999,4913,63,"voiceless","old"
"rye",816.970000000003,651.2,3.33,96.0000000000003,3,95,0,"voiced","old"
"rib",708.170000000001,621.899999999998,3.47,45,5.99999999999997,212,6,"voiced","old"
"star",724.279999999999,673.600000000002,5.23,952.999999999998,27,1804,94,"voiceless","old"
"dust",666.570000000002,600.300000000002,4.23,810.999999999997,20,762,152,"voiced","old"
"rug",722.930000000001,654.700000000003,4.27,210,6.99999999999998,277,0,"voiced","old"
"suite",766.139999999996,730.499999999997,5.23,192,2,209,0,"voiceless","old"
"smack",774.499999999997,692.3,4.13,60.9999999999999,5,20,107,"voiceless","old"
"disc",882.579999999999,658.899999999997,5,139.999999999999,2,194,0,"voiced","old"
"brain",711.200000000004,661.5,4.83,1215,22.0000000000001,1340,1,"voiced","old"
"urn",868,702.699999999999,2.57,47.9999999999999,3,68,0,"voiced","old"
"shed",800.83,623.299999999997,3.57,399.999999999999,6.99999999999998,226,274,"voiceless","old"
"duct",817.209999999995,677.300000000001,3.3,27,3,45,0,"voiced","old"
"rag",795.329999999998,621.400000000002,4.31,106,10,217,8,"voiced","old"
"dike",853.93,677.9,2.27,25.9999999999999,3,48,1,"voiced","old"
"rum",742.83,655.699999999998,3.67,99,4,86,0,"voiced","old"
"hour",637.870000000002,622.299999999999,6.47,2868,9,6748,0,"voiced","old"
"dish",705.229999999998,637.599999999997,5.4,391.000000000002,9,504,30,"voiced","old"
"shag",887.03,657.299999999999,2.63,17.0000000000001,5.99999999999997,12,7,"voiceless","old"
"knot",692.030000000001,641.7,3.93,143,9,251,94,"voiced","old"
"dice",739.660000000003,643.499999999999,3.43,42.9999999999999,5,38,16,"voiced","old"
"shah",1033.45,723.299999999997,1.63,74,2,78,0,"voiceless","old"
"self",676.339999999998,643.200000000002,5.4,691,111,831,0,"voiceless","old"
"raid",701.040000000003,632.500000000003,3.27,219,5,311,129,"voiced","old"
"ram",862.889999999999,634.100000000002,3.43,97.9999999999998,5,110,59,"voiced","old"
"log",763.710000000002,595.499999999997,3.63,135,10,206,28,"voiced","old"
"shin",918.550000000003,655.3,3.7,33,5,51,6,"voiceless","old"
"rut",771.970000000003,663.899999999998,3.27,27.9999999999999,4,40,20,"voiced","old"
"ire",839.120000000002,667.499999999997,2.1,31.0000000000001,3,30,0,"voiced","old"
"hick",854.08,618.499999999999,3.47,22.0000000000001,2,42,0,"voiceless","old"
"ship",711.569999999996,600.700000000003,3.97,794.000000000003,111.999999999999,1295,83,"voiceless","old"
"mush",764.969999999995,603.900000000002,3.1,25,3,24,0,"voiced","old"
"scene",751.620000000003,655.800000000002,4.63,1592,6.99999999999998,1995,0,"voiceless","old"
"trench",809.8,688.2,2.87,94.9999999999999,10,181,1,"voiceless","old"
"rat",699.63,612.199999999998,4.23,157,10,435,6,"voiced","old"
"kelp",967.519999999997,714.899999999995,2.17,17.9999999999999,2,17,0,"voiceless","old"
"vamp",935.860000000004,660.5,2.27,9,4,4,6,"voiced","old"
"snake",738.039999999999,682.099999999998,3.47,264.000000000001,8.00000000000003,412,42,"voiceless","old"
"ink",680.099999999998,610.3,4.2,165,14,174,6,"voiced","old"
"muck",982.500000000004,665.500000000003,2.7,106,6.99999999999998,93,42,"voiced","old"
"fee",767.339999999997,691.100000000001,4.1,233,5,571,2,"voiceless","old"
"fad",865.709999999997,641.7,3.21,57,5.99999999999997,154,0,"voiceless","old"
"fig",868.639999999999,658.099999999998,3,69,3,97,0,"voiceless","old"
"thing",747.97,636.9,6.1,9723.00000000003,12,18602,0,"voiceless","old"
"ray",846.460000000004,636.399999999999,3.5,60.9999999999999,6.99999999999998,298,6,"voiced","old"
"inn",807.000000000001,641.099999999999,3.57,170,3,205,0,"voiced","old"
"lot",663.999999999997,600.999999999995,5.17,5725,5,6389,0,"voiced","old"
"shay",1041.92,649.700000000003,1.27,2,2,6,0,"voiceless","old"
"fun",723.669999999997,647,6.27,823.999999999999,8.00000000000003,823,0,"voiceless","old"
"dress",734.250000000001,653.2,5.5,1517,23,1562,1467,"voiced","old"
"snack",859.969999999998,705.500000000001,5.67,59,5,101,0,"voiceless","old"
"thug",811.960000000002,687.999999999997,2.97,22.0000000000001,3,86,0,"voiceless","old"
"fin",1068.33,675.700000000001,2.87,66.0000000000003,2,139,0,"voiceless","old"
"fur",717.460000000003,644.100000000003,3.67,334,5,379,17,"voiceless","old"
"fen",1060.09,726.399999999997,1.8,25.9999999999999,2,57,0,"voiceless","old"
"fan",815.240000000001,637.499999999999,4.55,187.000000000001,5,299,108,"voiceless","old"
"scent",696.860000000002,675.099999999997,4.27,255.000000000001,5,284,83,"voiceless","old"
"fir",829.7,690.400000000001,2.07,42.0000000000001,4,53,0,"voiceless","old"
"moan",853.959999999997,614.599999999997,3.4,68.0000000000002,5,57,237,"voiced","old"
"fruit",702.530000000001,655.599999999997,5.6,1027,17.9999999999999,1217,7,"voiceless","old"
"salve",928.819999999996,705.500000000001,2.1,16,6.99999999999998,8,10,"voiceless","old"
"bunch",715.000000000002,668.500000000001,5.03,290,3,340,59,"voiced","old"
"purse",767.629999999997,680.099999999998,4.43,168,5.99999999999997,185,64,"voiceless","old"
"knack",823.329999999999,703.999999999999,2.3,53.9999999999998,4,54,0,"voiced","old"
"gauge",887.960000000003,700.700000000001,3.37,61.9999999999999,5.99999999999997,29,66,"voiced","old"
"crash",690.890000000003,667.200000000002,4.6,345.999999999999,11,277,335,"voiceless","old"
"grail",1005.73,695.1,2.1,25,2,24,0,"voiced","old"
"north",753.389999999996,683.499999999997,4.93,1613,47.9999999999999,806,0,"voiced","old"
"grain",754.279999999998,683,3.5,467.000000000001,5.99999999999997,615,0,"voiced","old"
"noose",927.080000000001,724.600000000002,2.4,27,3,31,0,"voiced","old"
"peace",718.970000000003,666.999999999997,4.7,1597,17.0000000000001,1596,0,"voiceless","old"
"mist",715.869999999998,645.800000000004,3.57,234,8.00000000000003,278,15,"voiced","old"
"text",698.72,625.100000000002,4.67,507.999999999999,6.99999999999998,687,0,"voiceless","old"
"peach",781.430000000002,622,3.9,47.9999999999999,3,104,0,"voiceless","old"
"pelt",912.969999999998,641.599999999997,2.28,25,4,24,39,"voiceless","old"
"whelp",925.619999999997,710.999999999999,2.2,2,3,1,0,"voiced","old"
"waist",800.900000000002,632.500000000003,4.81,367,12,384,0,"voiced","old"
"waltz",696.929999999998,653.599999999998,3.23,17.9999999999999,3,26,27,"voiced","old"
"fuss",792.679999999998,667.699999999998,3.5,300,8.00000000000003,283,109,"voiceless","old"
"bough",840.14,746.499999999996,2.3,22.0000000000001,2,57,0,"voiced","old"
"height",744.970000000002,637.800000000002,4.9,617.000000000001,3,835,0,"voiceless","old"
"noun",954.919999999999,771,4.13,19,4,29,0,"voiced","old"
"foil",780.76,678.200000000001,3.9,81.9999999999997,6.99999999999998,78,27,"voiceless","old"
"foal",826.560000000004,705.199999999997,2.17,20,3,35,9,"voiceless","old"
"foam",751.570000000002,696.200000000001,3.6,123,5,124,41,"voiceless","old"
"fish",698.200000000003,636.300000000002,4.27,3065,39.0000000000001,2927,557,"voiceless","old"
"trunk",699.660000000003,624.800000000002,4,356,5,459,0,"voiceless","old"
"month",698.599999999999,627.300000000002,5.41,1611.99999999999,8.00000000000003,5663,0,"voiced","old"
"clerk",781.169999999997,660.5,3.53,412.999999999999,5,539,11,"voiceless","old"
"yell",776.800000000004,652.400000000001,4.63,74,3,40,390,"voiced","old"
"coach",698.3,666.000000000001,4.2,509.999999999999,10,615,103,"voiceless","old"
"yea",833.219999999997,741.8,4.73,40.0000000000001,3,7,0,"voiced","old"
"fist",944.029999999996,671.200000000002,4,318.999999999999,6.99999999999998,470,0,"voiceless","old"
"probe",727.380000000002,662.799999999995,3.2,107,5.99999999999997,81,153,"voiceless","old"
"card",747.070000000001,666.999999999997,5.03,776.000000000001,22.0000000000001,1251,8,"voiceless","old"
"cave",715.569999999999,628.299999999999,3.1,492.000000000001,8.00000000000003,660,0,"voiceless","old"
"stake",783.729999999997,719.100000000001,3.1,247.999999999999,5.99999999999997,280,46,"voiceless","old"
"stage",738.899999999999,723.299999999997,4,2529.00000000001,25,2933,243,"voiceless","old"
"cane",806.410000000003,599.699999999998,3.13,178.000000000001,5,188,27,"voiceless","old"
"spouse",770.070000000002,693.299999999996,3.93,51.0000000000002,2,72,0,"voiceless","old"
"tribe",787.169999999999,676.7,3.37,416.999999999999,9,691,0,"voiceless","old"
"goad",942.3,710.100000000001,2.03,9,3,8,41,"voiced","old"
"coast",696.470000000001,616,3.93,861.999999999997,10,905,25,"voiceless","old"
"brooch",896.790000000002,708.400000000001,2.17,33.9999999999999,2,50,0,"voiced","old"
"gust",914.959999999999,663.3,3.31,42.0000000000001,3,70,0,"voiced","old"
"flood",678.870000000001,700.600000000003,3.6,269,6.99999999999998,316,292,"voiceless","old"
"soul",699.830000000003,662.799999999995,4.43,731.999999999999,12,987,0,"voiceless","old"
"shield",685.409999999999,591.400000000002,3.41,158,4,139,112,"voiceless","old"
"sod",778.099999999997,686.399999999998,2.6,71.0000000000003,4,68,24,"voiceless","old"
"pride",679.730000000003,681.400000000002,4.2,689.000000000001,2,704,0,"voiceless","old"
"yak",1037.2,667.200000000002,2.7,8.00000000000003,3,10,1,"voiced","old"
"yen",877.6,656.2,2.97,25,3,25,0,"voiced","old"
"yam",846.390000000001,713.100000000002,2.57,9,2,14,0,"voiced","old"
"soup",730.529999999997,630.1,4.63,363,4,362,0,"voiceless","old"
"goal",704.960000000001,638.199999999998,4.93,531.999999999998,8.00000000000003,939,0,"voiced","old"
"ski",784.409999999998,764.599999999998,3.83,111,8.00000000000003,138,113,"voiceless","old"
"gout",908.389999999998,701.999999999999,1.97,33,3,32,0,"voiced","old"
"cart",771.63,684.700000000002,4,159,20,190,52,"voiceless","old"
"yes",679.280000000001,617.3,6.83,13856.0000000001,4,1,0,"voiced","old"
"soap",668.529999999998,662.000000000001,5.3,368,11,367,18,"voiceless","old"
"mud",667.330000000003,640.100000000001,4.5,523.999999999999,12,523,0,"voiced","old"
"marsh",794.240000000002,674.9,2.47,214,4,317,0,"voiced","old"
"flock",737.659999999998,687,3.4,133,3,200,55,"voiceless","old"
"ridge",889.39,646.3,3.37,220,5,307,18,"voiced","old"
"son",825.239999999996,640.8,5.27,2859,5.99999999999997,3689,0,"voiceless","old"
"mug",703.240000000001,638.500000000004,4.9,113,4,151,21,"voiced","old"
"sop",1048.25999999999,762.2,2.17,8.00000000000003,5,8,0,"voiceless","old"
"march",705.330000000005,604.799999999998,3.8,471.000000000001,13,456,534,"voiced","old"
"goat",747.729999999997,674.400000000003,3.1,210,9,506,0,"voiced","old"
"floor",654.000000000001,669.600000000003,5.9,2888.99999999998,6.99999999999998,3151,15,"voiceless","old"
"sign",801.630000000002,656.000000000001,5.5,1814,42.9999999999999,2497,877,"voiceless","old"
"tusk",805.040000000002,641.899999999999,2.7,6.99999999999998,3,33,0,"voiceless","old"
"mum",862.709999999998,684.099999999998,2.1,260.999999999999,8.00000000000003,277,0,"voiced","old"
"haze",774.129999999999,630.1,3.77,117,6.99999999999998,118,15,"voiceless","old"
"gob",926.749999999998,675.099999999997,2.07,12,5,16,0,"voiced","old"
"gist",863.269999999995,711.900000000002,3.53,32.0000000000001,2,31,0,"voiced","old"
"tomb",684.169999999999,718.600000000001,3.3,249.000000000001,5,337,0,"voiceless","old"
"horse",838.860000000002,656.000000000001,4,1519,44,2372,0,"voiceless","old"
"isle",886.929999999999,657.6,2.73,134,3,258,0,"voiced","old"
"hand",693.209999999997,614.299999999999,5.43,8218.00000000003,114.000000000001,12983,1258,"voiceless","old"
"god",960.679999999998,694.300000000002,5.63,382.000000000002,15,878,0,"voiced","old"
"puck",839.450000000003,647.800000000001,3.5,8.00000000000003,4,8,0,"voiceless","old"
"luck",645.900000000002,634.299999999999,5,814.999999999998,6.99999999999998,814,0,"voiced","old"
"tome",960.440000000004,676.499999999998,1.73,9,2,17,0,"voiceless","old"
"soy",875.370000000004,687.1,3.47,40.0000000000001,4,39,0,"voiceless","old"
"patch",710.730000000001,624.600000000001,3.6,319.999999999999,9,506,81,"voiceless","old"
"sky",670.399999999997,652.999999999999,5.13,1381,20.9999999999999,1503,23,"voiceless","old"
"toad",705.729999999999,679.200000000002,2.8,57,3,76,0,"voiceless","old"
"man",680.889999999999,590.500000000002,6.37,17867,233,29231,120,"voiced","old"
"load",656.929999999998,642.399999999999,3.87,487,17.9999999999999,556,493,"voiced","old"
"map",674.629999999998,617.4,3.8,565.999999999999,5.99999999999997,721,64,"voiced","old"
"lust",785.029999999997,605.699999999999,4.07,172,10,184,0,"voiced","old"
"loaf",738.43,651,3.83,96.0000000000003,5.99999999999997,160,7,"voiced","old"
"hank",949.229999999998,609.300000000001,1.94,19,2,32,0,"voiceless","old"
"bliss",698.200000000003,666.999999999997,3.3,147,5,146,0,"voiced","old"
"harm",787.139999999997,673.100000000002,4.47,651,8.00000000000003,546,181,"voiceless","old"
"badge",766.569999999999,632.600000000001,3.03,118.000000000001,2,165,0,"voiced","old"
"beard",706.619999999998,673.899999999999,3.8,398.000000000001,5.99999999999997,449,8,"voiced","old"
"scar",795.960000000004,695.899999999997,3.88,126,4,222,73,"voiceless","old"
"mat",787.87,640.000000000002,3.83,196.000000000001,6.99999999999998,144,11,"voiced","old"
"hatch",740.869999999997,632.300000000002,2.97,128,5.99999999999997,115,91,"voiceless","old"
"harp",719.070000000001,624.300000000001,2.7,44,4,50,0,"voiceless","old"
"pike",723.370000000002,651.999999999998,2.33,109,5.99999999999997,114,0,"voiceless","old"
"loin",815.519999999998,714.4,2.73,12,4,14,0,"voiced","old"
"weld",768.199999999997,658.299999999999,2.87,27,4,7,105,"voiced","old"
"tour",709.930000000001,661.5,4.37,722.999999999997,6.99999999999998,780,100,"voiceless","old"
"spoof",868.29,692,3.17,5,3,4,4,"voiceless","old"
"spoke",693.93,665.199999999998,5.43,2061,5,20,0,"voiceless","old"
"pomp",945.960000000003,708.300000000002,2.17,33.9999999999999,5,33,0,"voiceless","old"
"maw",1041.08,759.900000000001,1.67,14,2,15,0,"voiced","old"
"lance",808.700000000003,604.199999999999,2.14,24.0000000000001,10,32,18,"voiced","old"
"ground",699.830000000003,666.800000000001,5.03,3355,32.0000000000001,3181,57,"voiced","old"
"yacht",822.629999999997,677.600000000004,2.7,83.9999999999997,5.99999999999997,108,0,"voiced","old"
"loan",712.609999999999,637.099999999998,4.43,341.999999999998,5.99999999999997,624,38,"voiced","old"
"juice",682.769999999999,650.799999999998,6.13,366.000000000001,5.99999999999997,432,0,"voiced","old"
"hart",820.850000000002,674.7,1.43,81.0000000000001,2,80,0,"voiceless","old"
"whim",815.589999999998,646.3,3.03,66.0000000000003,5.99999999999997,115,0,"voiced","old"
"spool",689.669999999998,707.299999999997,2.97,57,2,68,0,"voiceless","old"
"thread",717.700000000003,700.200000000003,3.83,198.999999999999,5.99999999999997,287,80,"voiceless","old"
"whip",686.399999999998,596.899999999998,3.2,235,11,254,234,"voiced","old"
"well",670.55,627.799999999998,6.13,24382.9999999993,61.9999999999999,85,60,"voiced","old"
